,Name,Location,Single Room,Twin Sharing,Triple Sharing,Four Sharing,Has AC,Nearest Metro,Metro Distance,Type
823,SV VIHANG CO LIVING PG/Paying Guest,TNGOS Colony,16000,8000,7500,Not Available,No,Raidurg Metro Station,4.4,Coed
824,TECHIES ELITE CO-LIVING PG/Paying Guest,"Hafeezpet, NH 9",26000,15500,12500,9500,Yes,Miyapur Metro Station,2.4,Coed
825,Trinity Co-Living PG/Paying Guest,Madhapur,24000,14000,11000,Not Available,No,Hitech Metro Station,1,Coed
826,Eswar Grand Man's and Women's PG/Paying Guest,Anjaiah Nagar Gachibowli,17000,10000,8000,6500,No,Raidurg Metro Station,1.4,Coed
827,SRIKARA MENS PG/Paying Guest AND HOSTEL,Madhapur,15000,10500,8500,7500,No,Hitech City Metro Station,0.9,Boys
828,COZY EXECUTIVE WOMEN'S PG/Paying Guest,Gachibowli,18000,10000,8500,7500,Yes,Raidurg Metro Station,1.2,Girls
829,TechNest Coliving PG/Paying Guest,Hitech City,20000,14000,10000,Not Available,No,Raidurg Metro Station,0.6,Coed
830,Laxmi Kalavathi Grand Mens PG/Paying Guest and CoLive,Gachibowli,19000,10000,8000,7000,No,Raidurg Metro Station,1.6,Coed
831,Le bestow coliving - Bhuvan PG/Paying Guest,Kondapur,20000,15000,12000,Not Available,Yes,Hitech Metro Station,3.3,Coed
832,Orion Co-Living PG/Paying Guest,Madhapur,27000,14000,Not Available,Not Available,Yes,Hitech Metro Station,0.2,Coed
833,RRR COMFORT STAY WOMENS separate building MENS And COLIVE separate building PG/Paying Guest,Gachibowli,20000,12500,8500,8000,Yes,Raidurg Metro Station,4,Coed
834,Sri kanaka Durga men's PG/Paying Guest,Madhapur,17000,11000,9000,7000,No,Madhapur Metro Station,0,Boys
835,My Spaces Luxury Men's PG/Paying Guest,Kondapur,22000,12000,9500,Not Available,No,Miyapur Metro Station,2.6,Boys
836,Estay Executive Men's PG/Paying Guest,Hitech City,22000,11500,8500,7500,Yes,Hitech City Metro Station,0.4,Boys
837,R3 ATMOS LIVE THE SWAG PG/Paying Guest,Hitex Road,28000,15000,11000,Not Available,Yes,Hitech Metro Station,1.7,Coed
838,SVS Co living Stays PG/Paying Guest,Kondapur,18000,11000,9000,Not Available,Yes,Miyapur Metro Station,2.9,Coed
839,Sasya Elite Co-Living PG/Paying Guest,Gachibowli,22500,12500,Not Available,Not Available,Yes,Raidurg Metro Station,2.3,Coed
840,N GRAND MEN'S PG/Paying Guest,Kondapur,22000,12000,10000,Not Available,No,Raidurg Metro Station,3.3,Boys
841,Sugathi Hometel PG/Paying Guest For Women,Nanakaramguda,16000,9000,8500,7000,No,Raidurg Metro Station,4.8,Girls
842,MS Comforts Women's PG/Paying Guest,Gachibowli,18000,10000,9000,8000,No,Raidurg Metro Station,3,Girls
843,SKY LINE CO LIVING PG/Paying Guest,Gachibowli,30000,18000,Not Available,Not Available,Yes,Raidurg Metro Station,4,Coed
844,Manjula Luxury PG/Paying Guest For MEN'S,Gowlidoddy,18000,10000,8000,Not Available,No,Raidurg Metro Station,5.5,Boys
845,SVS Co living Stays PG/Paying Guest,Kondapur,20000,12000,10000,Not Available,Yes,Hitech Metro Station,3.3,Coed
846,TULASI PREMIUM CO LIVING AND GUEST ROOMS PG/Paying Guest,Kondapur,26000,16000,12000,Not Available,Yes,Miyapur Metro Station,2.5,Coed
847,Unique Women's PG/Paying Guest,Gachibowli,24000,14000,10000,9000,No,Raidurg Metro Station,1.6,Girls
848,GOPI MEN'S PG/Paying Guest,Kondapur,20000,10000,8000,7000,No,Miyapur Metro Station,2.1,Boys
849,SRI RAMA CO-LIVING PG/Paying Guest,Kondapur,19000,11000,8000,Not Available,No,Miyapur Metro Station,2.5,Coed
850,ASHOK REDDY PG/Paying Guest FOR MEN,Kondapur,Not Available,9000,7499,6499,No,Miyapur Metro Station,2.7,Boys
851,SV VIHANG CO LIVING PG/Paying Guest,TNGOS Colony,16000,8000,7500,Not Available,No,Raidurg Metro Station,4.4,Coed
852,TECHIES ELITE CO-LIVING PG/Paying Guest,"Hafeezpet, NH 9",26000,15500,12500,9500,Yes,Miyapur Metro Station,2.4,Coed
853,Trinity Co-Living PG/Paying Guest,Madhapur,24000,14000,11000,Not Available,No,Hitech Metro Station,1,Coed
854,Eswar Grand Man's and Women's PG/Paying Guest,Anjaiah Nagar Gachibowli,17000,10000,8000,6500,No,Raidurg Metro Station,1.4,Coed
855,SRIKARA MENS PG/Paying Guest AND HOSTEL,Madhapur,15000,10500,8500,7500,No,Hitech City Metro Station,0.9,Boys
856,COZY EXECUTIVE WOMEN'S PG/Paying Guest,Gachibowli,18000,10000,8500,7500,Yes,Raidurg Metro Station,1.2,Girls
857,TechNest Coliving PG/Paying Guest,Hitech City,20000,14000,10000,Not Available,No,Raidurg Metro Station,0.6,Coed
858,Laxmi Kalavathi Grand Mens PG/Paying Guest and CoLive,Gachibowli,19000,10000,8000,7000,No,Raidurg Metro Station,1.6,Coed
859,Le bestow coliving - Bhuvan PG/Paying Guest,Kondapur,20000,15000,12000,Not Available,Yes,Hitech Metro Station,3.3,Coed
860,Orion Co-Living PG/Paying Guest,Madhapur,27000,14000,Not Available,Not Available,Yes,Hitech Metro Station,0.2,Coed
861,RRR COMFORT STAY WOMENS separate building MENS And COLIVE separate building PG/Paying Guest,Gachibowli,20000,12500,8500,8000,Yes,Raidurg Metro Station,4,Coed
862,Sri kanaka Durga men's PG/Paying Guest,Madhapur,17000,11000,9000,7000,No,Madhapur Metro Station,0,Boys
863,My Spaces Luxury Men's PG/Paying Guest,Kondapur,22000,12000,9500,Not Available,No,Miyapur Metro Station,2.6,Boys
864,Estay Executive Men's PG/Paying Guest,Hitech City,22000,11500,8500,7500,Yes,Hitech City Metro Station,0.4,Boys
865,R3 ATMOS LIVE THE SWAG PG/Paying Guest,Hitex Road,28000,15000,11000,Not Available,Yes,Hitech Metro Station,1.7,Coed
866,SVS Co living Stays PG/Paying Guest,Kondapur,18000,11000,9000,Not Available,Yes,Miyapur Metro Station,2.9,Coed
867,Sasya Elite Co-Living PG/Paying Guest,Gachibowli,22500,12500,Not Available,Not Available,Yes,Raidurg Metro Station,2.3,Coed
868,N GRAND MEN'S PG/Paying Guest,Kondapur,22000,12000,10000,Not Available,No,Raidurg Metro Station,3.3,Boys
869,Sugathi Hometel PG/Paying Guest For Women,Nanakaramguda,16000,9000,8500,7000,No,Raidurg Metro Station,4.8,Girls
870,MS Comforts Women's PG/Paying Guest,Gachibowli,18000,10000,9000,8000,No,Raidurg Metro Station,3,Girls
871,SKY LINE CO LIVING PG/Paying Guest,Gachibowli,30000,18000,Not Available,Not Available,Yes,Raidurg Metro Station,4,Coed
872,Manjula Luxury PG/Paying Guest For MEN'S,Gowlidoddy,18000,10000,8000,Not Available,No,Raidurg Metro Station,5.5,Boys
873,SVS Co living Stays PG/Paying Guest,Kondapur,20000,12000,10000,Not Available,Yes,Hitech Metro Station,3.3,Coed
874,TULASI PREMIUM CO LIVING AND GUEST ROOMS PG/Paying Guest,Kondapur,26000,16000,12000,Not Available,Yes,Miyapur Metro Station,2.5,Coed
875,Unique Women's PG/Paying Guest,Gachibowli,24000,14000,10000,9000,No,Raidurg Metro Station,1.6,Girls
876,GOPI MEN'S PG/Paying Guest,Kondapur,20000,10000,8000,7000,No,Miyapur Metro Station,2.1,Boys
877,SRI RAMA CO-LIVING PG/Paying Guest,Kondapur,19000,11000,8000,Not Available,No,Miyapur Metro Station,2.5,Coed
878,ASHOK REDDY PG/Paying Guest FOR MEN,Kondapur,Not Available,9000,7499,6499,No,Miyapur Metro Station,2.7,Boys
879,SV VIHANG CO LIVING PG/Paying Guest,TNGOS Colony,16000,8000,7500,Not Available,No,Raidurg Metro Station,4.4,Coed
880,TECHIES ELITE CO-LIVING PG/Paying Guest,"Hafeezpet, NH 9",26000,15500,12500,9500,Yes,Miyapur Metro Station,2.4,Coed
881,Trinity Co-Living PG/Paying Guest,Madhapur,24000,14000,11000,Not Available,No,Hitech Metro Station,1,Coed
882,Eswar Grand Man's and Women's PG/Paying Guest,Anjaiah Nagar Gachibowli,17000,10000,8000,6500,No,Raidurg Metro Station,1.4,Coed
883,SRIKARA MENS PG/Paying Guest AND HOSTEL,Madhapur,15000,10500,8500,7500,No,Hitech City Metro Station,0.9,Boys
884,COZY EXECUTIVE WOMEN'S PG/Paying Guest,Gachibowli,18000,10000,8500,7500,Yes,Raidurg Metro Station,1.2,Girls
885,TechNest Coliving PG/Paying Guest,Hitech City,20000,14000,10000,Not Available,No,Raidurg Metro Station,0.6,Coed
886,Laxmi Kalavathi Grand Mens PG/Paying Guest and CoLive,Gachibowli,19000,10000,8000,7000,No,Raidurg Metro Station,1.6,Coed
887,Le bestow coliving - Bhuvan PG/Paying Guest,Kondapur,20000,15000,12000,Not Available,Yes,Hitech Metro Station,3.3,Coed
888,Orion Co-Living PG/Paying Guest,Madhapur,27000,14000,Not Available,Not Available,Yes,Hitech Metro Station,0.2,Coed
889,RRR COMFORT STAY WOMENS separate building MENS And COLIVE separate building PG/Paying Guest,Gachibowli,20000,12500,8500,8000,Yes,Raidurg Metro Station,4,Coed
890,Sri kanaka Durga men's PG/Paying Guest,Madhapur,17000,11000,9000,7000,No,Madhapur Metro Station,0,Boys
891,My Spaces Luxury Men's PG/Paying Guest,Kondapur,22000,12000,9500,Not Available,No,Miyapur Metro Station,2.6,Boys
892,Estay Executive Men's PG/Paying Guest,Hitech City,22000,11500,8500,7500,Yes,Hitech City Metro Station,0.4,Boys
893,R3 ATMOS LIVE THE SWAG PG/Paying Guest,Hitex Road,28000,15000,11000,Not Available,Yes,Hitech Metro Station,1.7,Coed
894,SVS Co living Stays PG/Paying Guest,Kondapur,18000,11000,9000,Not Available,Yes,Miyapur Metro Station,2.9,Coed
895,Sasya Elite Co-Living PG/Paying Guest,Gachibowli,22500,12500,Not Available,Not Available,Yes,Raidurg Metro Station,2.3,Coed
896,N GRAND MEN'S PG/Paying Guest,Kondapur,22000,12000,10000,Not Available,No,Raidurg Metro Station,3.3,Boys
897,Sugathi Hometel PG/Paying Guest For Women,Nanakaramguda,16000,9000,8500,7000,No,Raidurg Metro Station,4.8,Girls
898,MS Comforts Women's PG/Paying Guest,Gachibowli,18000,10000,9000,8000,No,Raidurg Metro Station,3,Girls
899,SKY LINE CO LIVING PG/Paying Guest,Gachibowli,30000,18000,Not Available,Not Available,Yes,Raidurg Metro Station,4,Coed
900,Manjula Luxury PG/Paying Guest For MEN'S,Gowlidoddy,18000,10000,8000,Not Available,No,Raidurg Metro Station,5.5,Boys
901,SVS Co living Stays PG/Paying Guest,Kondapur,20000,12000,10000,Not Available,Yes,Hitech Metro Station,3.3,Coed
902,TULASI PREMIUM CO LIVING AND GUEST ROOMS PG/Paying Guest,Kondapur,26000,16000,12000,Not Available,Yes,Miyapur Metro Station,2.5,Coed
903,Unique Women's PG/Paying Guest,Gachibowli,24000,14000,10000,9000,No,Raidurg Metro Station,1.6,Girls
904,GOPI MEN'S PG/Paying Guest,Kondapur,20000,10000,8000,7000,No,Miyapur Metro Station,2.1,Boys
905,SRI RAMA CO-LIVING PG/Paying Guest,Kondapur,19000,11000,8000,Not Available,No,Miyapur Metro Station,2.5,Coed
906,ASHOK REDDY PG/Paying Guest FOR MEN,Kondapur,Not Available,9000,7499,6499,No,Miyapur Metro Station,2.7,Boys
907,SV VIHANG CO LIVING PG/Paying Guest,TNGOS Colony,16000,8000,7500,Not Available,No,Raidurg Metro Station,4.4,Coed
908,TECHIES ELITE CO-LIVING PG/Paying Guest,"Hafeezpet, NH 9",26000,15500,12500,9500,Yes,Miyapur Metro Station,2.4,Coed
909,Trinity Co-Living PG/Paying Guest,Madhapur,24000,14000,11000,Not Available,No,Hitech Metro Station,1,Coed
910,Eswar Grand Man's and Women's PG/Paying Guest,Anjaiah Nagar Gachibowli,17000,10000,8000,6500,No,Raidurg Metro Station,1.4,Coed
911,SRIKARA MENS PG/Paying Guest AND HOSTEL,Madhapur,15000,10500,8500,7500,No,Hitech City Metro Station,0.9,Boys
912,COZY EXECUTIVE WOMEN'S PG/Paying Guest,Gachibowli,18000,10000,8500,7500,Yes,Raidurg Metro Station,1.2,Girls
913,TechNest Coliving PG/Paying Guest,Hitech City,20000,14000,10000,Not Available,No,Raidurg Metro Station,0.6,Coed
914,Laxmi Kalavathi Grand Mens PG/Paying Guest and CoLive,Gachibowli,19000,10000,8000,7000,No,Raidurg Metro Station,1.6,Coed
915,Le bestow coliving - Bhuvan PG/Paying Guest,Kondapur,20000,15000,12000,Not Available,Yes,Hitech Metro Station,3.3,Coed
916,Orion Co-Living PG/Paying Guest,Madhapur,27000,14000,Not Available,Not Available,Yes,Hitech Metro Station,0.2,Coed
917,RRR COMFORT STAY WOMENS separate building MENS And COLIVE separate building PG/Paying Guest,Gachibowli,20000,12500,8500,8000,Yes,Raidurg Metro Station,4,Coed
918,Sri kanaka Durga men's PG/Paying Guest,Madhapur,17000,11000,9000,7000,No,Madhapur Metro Station,0,Boys
919,My Spaces Luxury Men's PG/Paying Guest,Kondapur,22000,12000,9500,Not Available,No,Miyapur Metro Station,2.6,Boys
920,Estay Executive Men's PG/Paying Guest,Hitech City,22000,11500,8500,7500,Yes,Hitech City Metro Station,0.4,Boys
921,R3 ATMOS LIVE THE SWAG PG/Paying Guest,Hitex Road,28000,15000,11000,Not Available,Yes,Hitech Metro Station,1.7,Coed
922,SVS Co living Stays PG/Paying Guest,Kondapur,18000,11000,9000,Not Available,Yes,Miyapur Metro Station,2.9,Coed
923,Sasya Elite Co-Living PG/Paying Guest,Gachibowli,22500,12500,Not Available,Not Available,Yes,Raidurg Metro Station,2.3,Coed
924,N GRAND MEN'S PG/Paying Guest,Kondapur,22000,12000,10000,Not Available,No,Raidurg Metro Station,3.3,Boys
925,Sugathi Hometel PG/Paying Guest For Women,Nanakaramguda,16000,9000,8500,7000,No,Raidurg Metro Station,4.8,Girls
926,MS Comforts Women's PG/Paying Guest,Gachibowli,18000,10000,9000,8000,No,Raidurg Metro Station,3,Girls
927,SKY LINE CO LIVING PG/Paying Guest,Gachibowli,30000,18000,Not Available,Not Available,Yes,Raidurg Metro Station,4,Coed
928,Manjula Luxury PG/Paying Guest For MEN'S,Gowlidoddy,18000,10000,8000,Not Available,No,Raidurg Metro Station,5.5,Boys
929,SVS Co living Stays PG/Paying Guest,Kondapur,20000,12000,10000,Not Available,Yes,Hitech Metro Station,3.3,Coed
930,TULASI PREMIUM CO LIVING AND GUEST ROOMS PG/Paying Guest,Kondapur,26000,16000,12000,Not Available,Yes,Miyapur Metro Station,2.5,Coed
931,Unique Women's PG/Paying Guest,Gachibowli,24000,14000,10000,9000,No,Raidurg Metro Station,1.6,Girls
932,GOPI MEN'S PG/Paying Guest,Kondapur,20000,10000,8000,7000,No,Miyapur Metro Station,2.1,Boys
933,SRI RAMA CO-LIVING PG/Paying Guest,Kondapur,19000,11000,8000,Not Available,No,Miyapur Metro Station,2.5,Coed
934,ASHOK REDDY PG/Paying Guest FOR MEN,Kondapur,Not Available,9000,7499,6499,No,Miyapur Metro Station,2.7,Boys
935,SV VIHANG CO LIVING PG/Paying Guest,TNGOS Colony,16000,8000,7500,Not Available,No,Raidurg Metro Station,4.4,Coed
936,TECHIES ELITE CO-LIVING PG/Paying Guest,"Hafeezpet, NH 9",26000,15500,12500,9500,Yes,Miyapur Metro Station,2.4,Coed
937,Trinity Co-Living PG/Paying Guest,Madhapur,24000,14000,11000,Not Available,No,Hitech Metro Station,1,Coed
938,Eswar Grand Man's and Women's PG/Paying Guest,Anjaiah Nagar Gachibowli,17000,10000,8000,6500,No,Raidurg Metro Station,1.4,Coed
939,SRIKARA MENS PG/Paying Guest AND HOSTEL,Madhapur,15000,10500,8500,7500,No,Hitech City Metro Station,0.9,Boys
940,COZY EXECUTIVE WOMEN'S PG/Paying Guest,Gachibowli,18000,10000,8500,7500,Yes,Raidurg Metro Station,1.2,Girls
941,TechNest Coliving PG/Paying Guest,Hitech City,20000,14000,10000,Not Available,No,Raidurg Metro Station,0.6,Coed
942,Laxmi Kalavathi Grand Mens PG/Paying Guest and CoLive,Gachibowli,19000,10000,8000,7000,No,Raidurg Metro Station,1.6,Coed
943,Le bestow coliving - Bhuvan PG/Paying Guest,Kondapur,20000,15000,12000,Not Available,Yes,Hitech Metro Station,3.3,Coed
944,Orion Co-Living PG/Paying Guest,Madhapur,27000,14000,Not Available,Not Available,Yes,Hitech Metro Station,0.2,Coed
945,RRR COMFORT STAY WOMENS separate building MENS And COLIVE separate building PG/Paying Guest,Gachibowli,20000,12500,8500,8000,Yes,Raidurg Metro Station,4,Coed
946,Sri kanaka Durga men's PG/Paying Guest,Madhapur,17000,11000,9000,7000,No,Madhapur Metro Station,0,Boys
947,My Spaces Luxury Men's PG/Paying Guest,Kondapur,22000,12000,9500,Not Available,No,Miyapur Metro Station,2.6,Boys
948,Estay Executive Men's PG/Paying Guest,Hitech City,22000,11500,8500,7500,Yes,Hitech City Metro Station,0.4,Boys
949,R3 ATMOS LIVE THE SWAG PG/Paying Guest,Hitex Road,28000,15000,11000,Not Available,Yes,Hitech Metro Station,1.7,Coed
950,SVS Co living Stays PG/Paying Guest,Kondapur,18000,11000,9000,Not Available,Yes,Miyapur Metro Station,2.9,Coed
951,Sasya Elite Co-Living PG/Paying Guest,Gachibowli,22500,12500,Not Available,Not Available,Yes,Raidurg Metro Station,2.3,Coed
952,N GRAND MEN'S PG/Paying Guest,Kondapur,22000,12000,10000,Not Available,No,Raidurg Metro Station,3.3,Boys
953,Sugathi Hometel PG/Paying Guest For Women,Nanakaramguda,16000,9000,8500,7000,No,Raidurg Metro Station,4.8,Girls
954,MS Comforts Women's PG/Paying Guest,Gachibowli,18000,10000,9000,8000,No,Raidurg Metro Station,3,Girls
955,SKY LINE CO LIVING PG/Paying Guest,Gachibowli,30000,18000,Not Available,Not Available,Yes,Raidurg Metro Station,4,Coed
956,Manjula Luxury PG/Paying Guest For MEN'S,Gowlidoddy,18000,10000,8000,Not Available,No,Raidurg Metro Station,5.5,Boys
957,SVS Co living Stays PG/Paying Guest,Kondapur,20000,12000,10000,Not Available,Yes,Hitech Metro Station,3.3,Coed
958,TULASI PREMIUM CO LIVING AND GUEST ROOMS PG/Paying Guest,Kondapur,26000,16000,12000,Not Available,Yes,Miyapur Metro Station,2.5,Coed
959,Unique Women's PG/Paying Guest,Gachibowli,24000,14000,10000,9000,No,Raidurg Metro Station,1.6,Girls
960,GOPI MEN'S PG/Paying Guest,Kondapur,20000,10000,8000,7000,No,Miyapur Metro Station,2.1,Boys
961,SRI RAMA CO-LIVING PG/Paying Guest,Kondapur,19000,11000,8000,Not Available,No,Miyapur Metro Station,2.5,Coed
962,ASHOK REDDY PG/Paying Guest FOR MEN,Kondapur,Not Available,9000,7499,6499,No,Miyapur Metro Station,2.7,Boys
963,SV VIHANG CO LIVING PG/Paying Guest,TNGOS Colony,16000,8000,7500,Not Available,No,Raidurg Metro Station,4.4,Coed
964,TECHIES ELITE CO-LIVING PG/Paying Guest,"Hafeezpet, NH 9",26000,15500,12500,9500,Yes,Miyapur Metro Station,2.4,Coed
965,Trinity Co-Living PG/Paying Guest,Madhapur,24000,14000,11000,Not Available,No,Hitech Metro Station,1,Coed
966,Eswar Grand Man's and Women's PG/Paying Guest,Anjaiah Nagar Gachibowli,17000,10000,8000,6500,No,Raidurg Metro Station,1.4,Coed
967,SRIKARA MENS PG/Paying Guest AND HOSTEL,Madhapur,15000,10500,8500,7500,No,Hitech City Metro Station,0.9,Boys
968,COZY EXECUTIVE WOMEN'S PG/Paying Guest,Gachibowli,18000,10000,8500,7500,Yes,Raidurg Metro Station,1.2,Girls
969,TechNest Coliving PG/Paying Guest,Hitech City,20000,14000,10000,Not Available,No,Raidurg Metro Station,0.6,Coed
970,Laxmi Kalavathi Grand Mens PG/Paying Guest and CoLive,Gachibowli,19000,10000,8000,7000,No,Raidurg Metro Station,1.6,Coed
971,Le bestow coliving - Bhuvan PG/Paying Guest,Kondapur,20000,15000,12000,Not Available,Yes,Hitech Metro Station,3.3,Coed
972,Orion Co-Living PG/Paying Guest,Madhapur,27000,14000,Not Available,Not Available,Yes,Hitech Metro Station,0.2,Coed
973,RRR COMFORT STAY WOMENS separate building MENS And COLIVE separate building PG/Paying Guest,Gachibowli,20000,12500,8500,8000,Yes,Raidurg Metro Station,4,Coed
974,Sri kanaka Durga men's PG/Paying Guest,Madhapur,17000,11000,9000,7000,No,Madhapur Metro Station,0,Boys
975,My Spaces Luxury Men's PG/Paying Guest,Kondapur,22000,12000,9500,Not Available,No,Miyapur Metro Station,2.6,Boys
976,Estay Executive Men's PG/Paying Guest,Hitech City,22000,11500,8500,7500,Yes,Hitech City Metro Station,0.4,Boys
977,R3 ATMOS LIVE THE SWAG PG/Paying Guest,Hitex Road,28000,15000,11000,Not Available,Yes,Hitech Metro Station,1.7,Coed
978,SVS Co living Stays PG/Paying Guest,Kondapur,18000,11000,9000,Not Available,Yes,Miyapur Metro Station,2.9,Coed
979,Sasya Elite Co-Living PG/Paying Guest,Gachibowli,22500,12500,Not Available,Not Available,Yes,Raidurg Metro Station,2.3,Coed
